Mode,Overall Accuracy,Model,Down sampling,CD14+ Monocyte,CD19+ B,CD34+,CD4+ T Helper2,CD4+/CD25 T Reg,CD4+/CD45RA+/CD25- Naive T,CD4+/CD45RO+ Memory,CD56+ NK,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,Dendritic,Macro F1
test,0.5560747663551402,xg,True,0.7368421052631579,0.7368421052631579,0.8947368421052632,0.2,0.35,0.3157894736842105,0.4,1.0,0.5,0.42105263157894735,0.5789473684210527,0.555766095378598
