Mode,Overall Accuracy,Model,Down sampling,CD14+ Monocyte,CD19+ B,CD34+,CD4+ T Helper2,CD4+/CD25 T Reg,CD4+/CD45RA+/CD25- Naive T,CD4+/CD45RO+ Memory,CD56+ NK,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,Dendritic
train,0.9983048684906038,lr,False,1.0,1.0,1.0,1.0,0.9987876338654273,1.0,0.9963250306247448,0.9992878507335138,0.9957275243711639,0.9998499962499062,1.0
test,0.7842665500145816,lr,False,0.8951048951048951,0.8121827411167513,0.8,0.0,0.6470113085621971,0.472,0.40032679738562094,0.9190883190883191,0.8115523465703971,0.819081908190819,0.7214285714285714,0.6734133570766956
