Mode,Overall Accuracy,Model,Down sampling,CD14+ Monocyte,CD19+ B,CD34+,CD4+ T Helper2,CD4+/CD25 T Reg,CD4+/CD45RA+/CD25- Naive T,CD4+/CD45RO+ Memory,CD56+ NK,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,Dendritic
train,0.9510963673149482,sgd,False,1.0,1.0,1.0,1.0,0.998181450798141,1.0,0.9975500204164965,0.9984332716137302,0.995185942953424,0.8070951773794345,0.9970220369267421
test,0.7100466608340624,sgd,False,0.9038461538461539,0.7774957698815567,0.7818181818181819,0.05263157894736842,0.5872374798061389,0.39466666666666667,0.4444444444444444,0.8985754985754986,0.828158844765343,0.5493549354935493,0.6261904761904762,0.6367051742832689
