Mode,Overall Accuracy,Model,Down sampling,CD14+ Monocyte,CD19+ B,CD34+,CD4+ T Helper2,CD4+/CD25 T Reg,CD4+/CD45RA+/CD25- Naive T,CD4+/CD45RO+ Memory,CD56+ NK,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,Dendritic
train,1.0,lr,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test,0.5514018691588785,lr,True,0.5789473684210527,0.7368421052631579,1.0,0.25,0.5,0.3157894736842105,0.5,1.0,0.2,0.3684210526315789,0.631578947368421,0.539975707626337
