Mode,Overall Accuracy,Model,Down sampling,CD14+ Monocyte,CD19+ B,CD34+,CD4+ T Helper2,CD4+/CD25 T Reg,CD4+/CD45RA+/CD25- Naive T,CD4+/CD45RO+ Memory,CD56+ NK,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,Dendritic,Macro Accuracy,Micro F1,Macro F1,Micro Precision,Macro Precision,Micro Recall,Macro Recall
test,0.8229804607757364,lr,False,0.9055944055944056,0.8384094754653131,0.8727272727272727,0.0,0.6938610662358643,0.5066666666666667,0.44281045751633985,0.9430199430199431,0.8235860409145608,0.9072907290729073,0.7380952380952381,0.6974601177553192,0.8229804607757364,0.715608698812083,0.8229804607757364,0.7408767224931949,0.8229804607757364,0.6974601177553192
