Mode,Overall Accuracy,Model,Down sampling,0,1,2,3,4,5,6,7,8,9,10,Macro F1
test,0.95376468786241,lr,True,0.9961492178098676,0.97352587244284,1.0,1.0,0.9289841116995666,0.9857968223399133,0.9542719614921781,0.9865222623345367,0.768175252768416,0.9037304452466908,0.9942238267148015,0.9530462070446678
