Mode,Overall Accuracy,Model,Down sampling,CD14+ Monocyte,CD19+ B,CD34+,CD4+ T Helper2,CD4+/CD25 T Reg,CD4+/CD45RA+/CD25- Naive T,CD4+/CD45RO+ Memory,CD56+ NK,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,Dendritic,Macro F1
test,0.9184262926412988,rf,True,0.9987966305655837,0.911913357400722,0.9997593261131167,0.9997592681752527,0.8413577274915743,0.9504092441020703,0.8883273164861613,0.9877256317689531,0.6138661531054406,0.9388688327316486,0.9718411552346571,0.9193183842002377
