Mode,Overall Accuracy,Model,Down sampling,0,1,2,3,4,5,6,7,8,9,10,Macro Accuracy,Micro F1,Macro F1,Micro Precision,Macro Precision,Micro Recall,Macro Recall
test,0.9534364674733594,xg,True,0.9944645006016847,0.9728038507821901,0.9997593261131167,0.9975926817525277,0.9215214251324025,0.9610014443909485,0.9128760529482551,0.9785800240673886,0.8196918632643235,0.9460890493381469,0.9833935018050541,0.953433974563276,0.9534364674733594,0.9534072917060925,0.9534364674733594,0.9542448046752152,0.9534364674733594,0.953433974563276
