Mode,Overall Accuracy,Model,Down sampling,CD14+ Monocyte,CD19+ B,CD34+,CD4+ T Helper2,CD4+/CD25 T Reg,CD4+/CD45RA+/CD25- Naive T,CD4+/CD45RO+ Memory,CD56+ NK,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,Dendritic,Macro F1
test,0.82946923301254,xg,False,0.9318181818181818,0.8663282571912013,0.7454545454545455,0.0,0.684168012924071,0.49866666666666665,0.3937908496732026,0.9413105413105413,0.8324909747292418,0.9354935493549354,0.6547619047619048,0.7036522093821141
