Mode,Overall Accuracy,Model,Down sampling,CD14+ Monocyte,CD19+ B,CD34+,CD4+ T Helper2,CD4+/CD25 T Reg,CD4+/CD45RA+/CD25- Naive T,CD4+/CD45RO+ Memory,CD56+ NK,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,Dendritic,Macro F1
test,0.5934579439252337,xg,True,0.7894736842105263,0.8947368421052632,1.0,0.05,0.3,0.6842105263157895,0.35,1.0,0.4,0.47368421052631576,0.631578947368421,0.5743419065231733
