Mode,Overall Accuracy,Model,Down sampling,0,1,2,3,4,5,6,7,8,9,10,Macro Accuracy,Micro F1,Macro F1,Micro Precision,Macro Precision,Micro Recall,Macro Recall
test,0.9536771624253298,lr,True,0.9961492178098676,0.9732851985559566,1.0,1.0,0.9287433798748195,0.9860375541646605,0.9535499398315282,0.9870036101083033,0.768175252768416,0.9032490974729241,0.9942238267148015,0.9536742797546616,0.9536771624253298,0.9529578437979974,0.9536771624253298,0.9531563079434399,0.9536771624253298,0.9536742797546616
