Mode,Overall Accuracy,Model,Down sampling,CD14+ Monocyte,CD19+ B,CD34+,CD4+ T Helper2,CD4+/CD25 T Reg,CD4+/CD45RA+/CD25- Naive T,CD4+/CD45RO+ Memory,CD56+ NK,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,Dendritic,Macro F1
test,0.8229804607757364,lr,False,0.9055944055944056,0.8392554991539763,0.8727272727272727,0.0,0.6938610662358643,0.5093333333333333,0.44607843137254904,0.9407407407407408,0.8240673886883273,0.9066906690669067,0.7380952380952381,0.7158727611791598
